DeviceTag: Xsens DOT1,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Inertial Mode - Rate quantities,StartTime: 2022-12-03 22:44:55.838,© Movella Technologies B.V. 2005-2022
SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
17887789,-0.2799,0.0699,9.8622,-0.2447,0.3460,-0.3552
17887955,-0.2860,0.0621,9.8641,-0.1981,0.3243,-0.2936
17888122,-0.2856,0.0645,9.8650,-0.1741,0.3720,-0.3943
17888289,-0.2904,0.0635,9.8584,-0.1394,0.4099,-0.3542
17888455,-0.2932,0.0719,9.8494,-0.1457,0.3918,-0.3059
17888622,-0.2818,0.0626,9.8566,-0.1719,0.3589,-0.3370
17888789,-0.2777,0.0599,9.8657,-0.1850,0.2925,-0.3938
17888955,-0.2773,0.0731,9.8531,-0.1777,0.3443,-0.3150
17889122,-0.2901,0.0632,9.8549,-0.1794,0.3991,-0.3702
17889289,-0.2952,0.0795,9.8583,-0.2544,0.4309,-0.3668
17889455,-0.2766,0.0807,9.8557,-0.1873,0.3696,-0.3063
17889622,-0.2879,0.0617,9.8589,-0.2200,0.3560,-0.3573
17889789,-0.2853,0.0828,9.8632,-0.2465,0.3480,-0.3442
17889955,-0.2840,0.0728,9.8592,-0.1797,0.3178,-0.2591
17890122,-0.2885,0.0915,9.8658,-0.2267,0.3873,-0.3466
17890289,-0.2792,0.0805,9.8648,-0.1741,0.4165,-0.3232
17890455,-0.2841,0.0775,9.8505,-0.1649,0.3734,-0.3399
17890622,-0.2848,0.0771,9.8671,-0.1444,0.3672,-0.3576
17890789,-0.2956,0.0823,9.8597,-0.2143,0.4022,-0.3649
17890955,-0.2879,0.0637,9.8520,-0.2235,0.3867,-0.3404
17891122,-0.2842,0.0701,9.8632,-0.1390,0.3585,-0.3016
17891289,-0.2923,0.0842,9.8621,-0.1094,0.4000,-0.3301
17891455,-0.2908,0.0822,9.8653,-0.2148,0.3957,-0.3381
17891622,-0.2821,0.0756,9.8634,-0.1715,0.4153,-0.3088
17891789,-0.2859,0.0755,9.8560,-0.2303,0.3801,-0.3088
17891955,-0.2822,0.0706,9.8524,-0.2749,0.3947,-0.3506
17892122,-0.2841,0.0841,9.8583,-0.2548,0.4159,-0.3711
17892289,-0.2926,0.0739,9.8613,-0.2325,0.3852,-0.3343
17892455,-0.2865,0.0712,9.8635,-0.1925,0.3750,-0.4168
17892622,-0.2819,0.0731,9.8454,-0.1988,0.3170,-0.3431
17892789,-0.2912,0.0671,9.8449,-0.2424,0.3837,-0.3937
17892955,-0.2886,0.0810,9.8485,-0.1690,0.3469,-0.3812
17893122,-0.2919,0.0818,9.8648,-0.1879,0.3079,-0.3441
17893289,-0.2821,0.0652,9.8751,-0.1843,0.4008,-0.3316
17893456,-0.2795,0.0741,9.8340,-0.2004,0.2907,-0.3522
17893622,-0.2880,0.0846,9.8618,-0.1673,0.3696,-0.3780
17893789,-0.2829,0.0807,9.8559,-0.1923,0.3855,-0.1997
17893956,-0.2761,0.0815,9.8591,-0.1563,0.4385,-0.3381
17894122,-0.2885,0.0705,9.8620,-0.2116,0.4001,-0.3051
17894289,-0.2879,0.0717,9.8541,-0.1544,0.3352,-0.3399
17894456,-0.2877,0.0726,9.8713,-0.2815,0.4043,-0.3829
17894622,-0.2994,0.0757,9.8415,-0.3075,0.3522,-0.2786
17894789,-0.2776,0.0928,9.8522,-0.1937,0.4164,-0.3435
17894956,-0.2819,0.0868,9.8620,-0.2147,0.3555,-0.3294
17895122,-0.2848,0.0773,9.8574,-0.2212,0.3595,-0.4484
17895289,-0.2869,0.0735,9.8627,-0.1651,0.2402,-0.4260
17895456,-0.2906,0.0543,9.8609,-0.2048,0.3770,-0.3162
17895622,-0.2913,0.0712,9.8536,-0.2247,0.3561,-0.3654
17895789,-0.2900,0.0788,9.8633,-0.1501,0.3998,-0.3385
17895956,-0.2799,0.0775,9.8608,-0.2457,0.3416,-0.4464
17896122,-0.2915,0.0692,9.8639,-0.2267,0.2964,-0.3658
17896289,-0.2776,0.0733,9.8617,-0.2429,0.3392,-0.3271
17896456,-0.2831,0.0859,9.8401,-0.2502,0.3399,-0.4231
17896622,-0.2830,0.0822,9.8649,-0.1756,0.4693,-0.3302
17896789,-0.2831,0.0790,9.8626,-0.1386,0.3155,-0.4295
17896956,-0.2873,0.0596,9.8595,-0.2603,0.2720,-0.3789
17897122,-0.2852,0.0834,9.8499,-0.1807,0.3765,-0.3902
17897289,-0.2939,0.0812,9.8549,-0.2545,0.3611,-0.3491
17897456,-0.2901,0.0831,9.8574,-0.2407,0.3757,-0.3130
17897622,-0.2847,0.0705,9.8482,-0.1952,0.3751,-0.3615
17897789,-0.2896,0.0747,9.8556,-0.2161,0.3871,-0.3247
17897956,-0.2811,0.0797,9.8596,-0.1948,0.3855,-0.3826
17898122,-0.2789,0.0733,9.8560,-0.1353,0.3677,-0.3728
17898289,-0.2860,0.0717,9.8578,-0.2217,0.3212,-0.3803
17898456,-0.2899,0.0590,9.8607,-0.2272,0.3773,-0.3617
17898622,-0.2958,0.0732,9.8396,-0.2244,0.3931,-0.3379
17898789,-0.2914,0.0677,9.8566,-0.2253,0.3514,-0.3488
17898956,-0.2919,0.0868,9.8575,-0.2038,0.3539,-0.3598
17899122,-0.2910,0.0761,9.8492,-0.1556,0.3584,-0.3258
17899289,-0.2944,0.0786,9.8564,-0.1866,0.3493,-0.3334
17899456,-0.2728,0.0868,9.8506,-0.1183,0.3716,-0.3260
17899622,-0.2862,0.0559,9.8569,-0.2459,0.3942,-0.3142
17899789,-0.2851,0.0789,9.8721,-0.2102,0.3783,-0.3525
17899956,-0.2879,0.0752,9.8664,-0.1940,0.3120,-0.3612
17900122,-0.2914,0.0823,9.8660,-0.1466,0.3851,-0.3342
17900289,-0.2809,0.0843,9.8633,-0.1487,0.3892,-0.3624
17900456,-0.2884,0.0823,9.8574,-0.2153,0.4584,-0.3513
17900622,-0.2769,0.0761,9.8579,-0.1982,0.3606,-0.3339
17900789,-0.2842,0.0727,9.8706,-0.2694,0.3699,-0.3109
17900956,-0.2763,0.0668,9.8542,-0.1959,0.3967,-0.2982
17901122,-0.2970,0.0842,9.8689,-0.2072,0.3521,-0.3462
17901289,-0.2883,0.0764,9.8466,-0.2839,0.4150,-0.2806
17901456,-0.2828,0.0846,9.8673,-0.1466,0.3985,-0.3156
17901622,-0.2869,0.0729,9.8476,-0.2360,0.4190,-0.3396
17901789,-0.2870,0.0788,9.8599,-0.1686,0.3836,-0.4041
17901956,-0.2867,0.0674,9.8458,-0.2606,0.3438,-0.3172
17902122,-0.2907,0.0721,9.8565,-0.1446,0.2880,-0.3665
17902289,-0.2839,0.0852,9.8621,-0.1988,0.3315,-0.2912
17902456,-0.2892,0.0775,9.8586,-0.2851,0.3663,-0.3281
17902622,-0.2808,0.0855,9.8411,-0.2659,0.3678,-0.3857
17902789,-0.2824,0.0659,9.8497,-0.2011,0.3513,-0.3611
17902956,-0.2867,0.0798,9.8631,-0.2419,0.3338,-0.3719
17903122,-0.2866,0.0861,9.8605,-0.1827,0.4602,-0.3864
17903289,-0.2846,0.0873,9.8603,-0.2411,0.3726,-0.3163
17903456,-0.2770,0.0600,9.8618,-0.2097,0.4059,-0.3246
17903622,-0.2898,0.0654,9.8565,-0.2204,0.3979,-0.3072
17903789,-0.2850,0.0690,9.8645,-0.2632,0.3662,-0.4066
17903956,-0.2801,0.0793,9.8526,-0.2042,0.3179,-0.2889
17904122,-0.2802,0.0715,9.8535,-0.1463,0.3470,-0.4109
17904289,-0.2775,0.0762,9.8556,-0.2291,0.3398,-0.3212
17904456,-0.2895,0.0766,9.8673,-0.1958,0.3872,-0.2778
17904622,-0.2765,0.0780,9.8639,-0.1705,0.3870,-0.3348
17904789,-0.2824,0.0665,9.8657,-0.2726,0.3809,-0.3366
17904956,-0.2762,0.0794,9.8474,-0.2273,0.3910,-0.3024
17905122,-0.2840,0.0683,9.8726,-0.2600,0.3192,-0.3073
17905289,-0.2798,0.0802,9.8578,-0.2349,0.3472,-0.3254
17905456,-0.2972,0.0808,9.8611,-0.1742,0.3326,-0.3147
17905622,-0.2868,0.0677,9.8618,-0.2328,0.3293,-0.4038
17905789,-0.2822,0.0704,9.8553,-0.2210,0.4276,-0.3468
17905956,-0.2821,0.0759,9.8716,-0.1643,0.3849,-0.3580
17906122,-0.2832,0.0797,9.8590,-0.1756,0.3397,-0.3752
17906289,-0.2870,0.0825,9.8612,-0.2146,0.4675,-0.3328
17906456,-0.2927,0.0793,9.8498,-0.2290,0.3235,-0.3891
17906622,-0.2938,0.0763,9.8520,-0.2369,0.3395,-0.3692
17906789,-0.2883,0.0744,9.8610,-0.1838,0.4393,-0.3727
17906956,-0.2913,0.0785,9.8546,-0.1997,0.3957,-0.3906
17907122,-0.2837,0.0867,9.8472,-0.2777,0.3013,-0.3685
17907289,-0.2876,0.0808,9.8525,-0.1692,0.3523,-0.3093
17907456,-0.2846,0.0817,9.8664,-0.1975,0.3840,-0.2990
17907622,-0.2768,0.0701,9.8672,-0.2004,0.3611,-0.3637
17907789,-0.2850,0.0805,9.8602,-0.2672,0.4609,-0.3754
17907956,-0.2856,0.0743,9.8535,-0.2327,0.3308,-0.3476
17908122,-0.2811,0.0719,9.8564,-0.2811,0.3904,-0.4007
17908289,-0.2855,0.0782,9.8602,-0.1990,0.3339,-0.2754
17908456,-0.2910,0.0762,9.8491,-0.2037,0.3894,-0.3602
17908622,-0.2863,0.0652,9.8629,-0.2594,0.3553,-0.3555
17908789,-0.2846,0.0826,9.8652,-0.2464,0.3592,-0.3172
17908956,-0.2923,0.0785,9.8587,-0.1975,0.4558,-0.3213
17909122,-0.2934,0.0755,9.8695,-0.1909,0.2958,-0.3499
17909289,-0.2787,0.0689,9.8527,-0.2279,0.3839,-0.3331
17909456,-0.2853,0.0642,9.8543,-0.1374,0.3761,-0.4047
17909622,-0.2849,0.0685,9.8561,-0.1634,0.3704,-0.3759
17909789,-0.2863,0.0667,9.8544,-0.1898,0.3141,-0.3655
17909956,-0.2916,0.0751,9.8645,-0.2269,0.3339,-0.3367
17910123,-0.2963,0.0782,9.8520,-0.1467,0.3352,-0.3312
17910289,-0.2904,0.0736,9.8511,-0.2312,0.2835,-0.3354
17910456,-0.2890,0.0806,9.8667,-0.1775,0.3918,-0.4197
17910623,-0.2823,0.0740,9.8666,-0.1733,0.3043,-0.3776
17910789,-0.2772,0.0737,9.8706,-0.1852,0.3290,-0.3677
17910956,-0.2954,0.0856,9.8548,-0.1186,0.3581,-0.3208
17911123,-0.2953,0.0666,9.8599,-0.1603,0.4307,-0.3320
17911289,-0.2857,0.0822,9.8469,-0.2455,0.3617,-0.3106
17911456,-0.2780,0.0723,9.8456,-0.1553,0.3169,-0.2938
17911623,-0.2882,0.0758,9.8626,-0.1760,0.3192,-0.3073
17911789,-0.2850,0.0667,9.8591,-0.1926,0.3789,-0.3652
17911956,-0.2930,0.0839,9.8566,-0.2154,0.3125,-0.3260
17912123,-0.2843,0.0720,9.8516,-0.1592,0.3443,-0.3479
17912289,-0.2829,0.0792,9.8569,-0.1737,0.3560,-0.3750
17912456,-0.2831,0.0866,9.8716,-0.2458,0.3062,-0.3507
17912623,-0.2942,0.0780,9.8565,-0.1988,0.3494,-0.3363
17912789,-0.2788,0.0768,9.8531,-0.1428,0.3356,-0.2901
17912956,-0.2944,0.0751,9.8611,-0.1566,0.3310,-0.4102
17913123,-0.2812,0.0808,9.8568,-0.2685,0.3598,-0.3179
17913289,-0.2829,0.0743,9.8588,-0.1463,0.4016,-0.3519
17913456,-0.2903,0.0679,9.8662,-0.1851,0.3127,-0.3586
17913623,-0.2802,0.0779,9.8684,-0.2060,0.3543,-0.4016
17913789,-0.2953,0.0741,9.8465,-0.1813,0.3840,-0.3669
17913956,-0.2791,0.0713,9.8528,-0.1674,0.3981,-0.3440
17914123,-0.2762,0.0810,9.8630,-0.2047,0.4440,-0.3707
17914289,-0.2732,0.0719,9.8566,-0.2449,0.4005,-0.3283
17914456,-0.2759,0.0791,9.8570,-0.1584,0.3665,-0.3163
17914623,-0.2826,0.0811,9.8632,-0.1640,0.3787,-0.3293
17914789,-0.2888,0.0736,9.8598,-0.1795,0.4160,-0.2994
17914956,-0.2960,0.0726,9.8657,-0.1496,0.3664,-0.3441
17915123,-0.2920,0.0767,9.8622,-0.2303,0.3274,-0.3719
17915289,-0.2942,0.0741,9.8421,-0.2017,0.3534,-0.3038
17915456,-0.2843,0.0820,9.8622,-0.1905,0.3909,-0.4052
17915623,-0.2802,0.0861,9.8678,-0.2397,0.4097,-0.3414
17915789,-0.2906,0.0752,9.8433,-0.1105,0.4301,-0.3450
17915956,-0.2866,0.0801,9.8676,-0.2149,0.4177,-0.3331
17916123,-0.2830,0.0664,9.8601,-0.2201,0.3808,-0.3414
17916289,-0.2802,0.0764,9.8685,-0.2275,0.3672,-0.3364
17916456,-0.2835,0.0697,9.8502,-0.2128,0.3606,-0.3334
17916623,-0.2868,0.0696,9.8620,-0.0880,0.3698,-0.3587
17916789,-0.2859,0.0748,9.8614,-0.1765,0.3613,-0.2710
17916956,-0.2849,0.0649,9.8471,-0.1757,0.3214,-0.3679
17917123,-0.2768,0.0809,9.8644,-0.2129,0.3177,-0.3201
17917289,-0.2834,0.0703,9.8640,-0.1893,0.3589,-0.3197
17917456,-0.2784,0.0736,9.8517,-0.1224,0.3626,-0.3635
17917623,-0.2881,0.0760,9.8587,-0.1924,0.3841,-0.3370
17917789,-0.2839,0.0794,9.8748,-0.1601,0.3189,-0.3227
17917956,-0.2834,0.0801,9.8624,-0.2859,0.2939,-0.3175
17918123,-0.2895,0.0756,9.8645,-0.1936,0.3137,-0.3845
17918289,-0.2771,0.0694,9.8665,-0.1573,0.3229,-0.3177
17918456,-0.2982,0.0676,9.8468,-0.1798,0.2983,-0.3385
17918623,-0.2892,0.0723,9.8649,-0.1775,0.3606,-0.3824
17918789,-0.2782,0.0717,9.8557,-0.1796,0.3515,-0.3512
17918956,-0.2817,0.0791,9.8568,-0.2097,0.3697,-0.3440
17919123,-0.2818,0.0807,9.8559,-0.2431,0.3635,-0.3847
17919289,-0.2899,0.0925,9.8695,-0.1519,0.3356,-0.3430
17919456,-0.2828,0.0824,9.8641,-0.1599,0.3802,-0.3893
17919623,-0.2834,0.0732,9.8684,-0.1665,0.3925,-0.3234
17919789,-0.2821,0.0776,9.8651,-0.1852,0.4039,-0.4105
17919956,-0.2815,0.0689,9.8552,-0.1190,0.4362,-0.3742
17920123,-0.2788,0.0802,9.8682,-0.2287,0.2965,-0.3434
17920289,-0.2953,0.0751,9.8518,-0.2051,0.4036,-0.3945
17920456,-0.2965,0.0821,9.8561,-0.2723,0.3740,-0.4120
17920623,-0.2847,0.0777,9.8670,-0.1912,0.3596,-0.4012
17920789,-0.2810,0.0689,9.8644,-0.1607,0.3964,-0.3751
17920956,-0.2832,0.0837,9.8514,-0.1200,0.3794,-0.2949
17921123,-0.2817,0.0786,9.8661,-0.1956,0.3891,-0.2825
17921289,-0.2806,0.0719,9.8728,-0.1463,0.4005,-0.3608
17921456,-0.2914,0.0843,9.8539,-0.1780,0.3804,-0.2784
17921623,-0.2843,0.0636,9.8514,-0.1934,0.4752,-0.2959
17921789,-0.2915,0.0737,9.8631,-0.1506,0.3490,-0.3540
17921956,-0.2945,0.0640,9.8601,-0.1572,0.3666,-0.3945
17922123,-0.2845,0.0775,9.8661,-0.1210,0.3340,-0.3512
17922289,-0.2895,0.0787,9.8675,-0.1682,0.3722,-0.2533
17922456,-0.2878,0.0775,9.8574,-0.2211,0.3467,-0.3246
17922623,-0.2961,0.0667,9.8656,-0.1674,0.3783,-0.3916
17922789,-0.2865,0.0644,9.8570,-0.2265,0.3456,-0.3846
17922956,-0.2929,0.0698,9.8508,-0.1262,0.4206,-0.2989
17923123,-0.2942,0.0894,9.8611,-0.1788,0.3443,-0.3392
17923289,-0.2891,0.0834,9.8610,-0.1756,0.3050,-0.3404
17923456,-0.2792,0.0655,9.8458,-0.1964,0.3460,-0.3566
17923623,-0.2866,0.0715,9.8697,-0.2470,0.3237,-0.3520
17923789,-0.2978,0.0775,9.8545,-0.2533,0.3359,-0.3326
17923956,-0.2908,0.0768,9.8506,-0.2615,0.4399,-0.4020
17924123,-0.2883,0.0647,9.8487,-0.2275,0.4033,-0.3702
17924289,-0.2939,0.0734,9.8629,-0.0892,0.3451,-0.3420
17924456,-0.2784,0.0755,9.8684,-0.2773,0.2982,-0.3537
17924623,-0.2866,0.0910,9.8710,-0.1295,0.2761,-0.3133
17924789,-0.2875,0.0669,9.8602,-0.1924,0.3346,-0.3225
17924956,-0.2866,0.0812,9.8570,-0.2427,0.3596,-0.4284
17925123,-0.2868,0.0744,9.8697,-0.1466,0.4338,-0.3469
17925289,-0.2911,0.0704,9.8590,-0.2193,0.3100,-0.3981
17925456,-0.2907,0.0802,9.8639,-0.1676,0.3376,-0.3331
17925623,-0.2856,0.0692,9.8740,-0.2087,0.3974,-0.3688
17925789,-0.2800,0.0846,9.8671,-0.2072,0.3837,-0.3281
17925956,-0.2926,0.0656,9.8615,-0.2396,0.3514,-0.4319
17926123,-0.2854,0.0878,9.8444,-0.2638,0.3848,-0.3499
17926289,-0.2864,0.0793,9.8568,-0.1787,0.3499,-0.3959
17926456,-0.2790,0.0766,9.8521,-0.1804,0.4198,-0.3673
17926623,-0.2754,0.0821,9.8684,-0.1730,0.3771,-0.3843
17926790,-0.2898,0.0594,9.8621,-0.2266,0.3743,-0.3040
17926956,-0.2779,0.0722,9.8609,-0.1902,0.3642,-0.4285
17927123,-0.2893,0.0731,9.8525,-0.2070,0.3319,-0.4468
17927290,-0.2822,0.0838,9.8540,-0.2140,0.4028,-0.3400
17927456,-0.2844,0.0652,9.8539,-0.2489,0.4051,-0.3770
17927623,-0.2907,0.0821,9.8550,-0.2498,0.3214,-0.3876
17927790,-0.2829,0.0735,9.8571,-0.1369,0.3232,-0.3599
17927956,-0.2806,0.0711,9.8624,-0.2707,0.3534,-0.3828
17928123,-0.2889,0.0786,9.8557,-0.1319,0.3670,-0.2627
17928290,-0.2919,0.0785,9.8485,-0.2180,0.3425,-0.3487
17928456,-0.2803,0.0838,9.8571,-0.2837,0.3750,-0.3371
17928623,-0.2815,0.0824,9.8524,-0.1816,0.2841,-0.3965
17928790,-0.2952,0.0793,9.8427,-0.2302,0.3428,-0.3815
17928956,-0.2850,0.0761,9.8594,-0.1540,0.2997,-0.3477
17929123,-0.2952,0.0801,9.8607,-0.1754,0.3826,-0.3818
17929290,-0.3050,0.0789,9.8438,-0.1434,0.3459,-0.3957
17929456,-0.2980,0.0789,9.8613,-0.2234,0.3662,-0.3502
17929623,-0.2902,0.0892,9.8513,-0.2395,0.3756,-0.3339
17929790,-0.2974,0.0627,9.8601,-0.2236,0.2951,-0.3523
17929956,-0.2882,0.0792,9.8460,-0.2164,0.2914,-0.3988
17930123,-0.2829,0.0823,9.8692,-0.1541,0.3397,-0.3221
17930290,-0.2951,0.0774,9.8675,-0.2052,0.2982,-0.3498
17930456,-0.2882,0.0732,9.8522,-0.2905,0.3426,-0.4211
17930623,-0.2869,0.0694,9.8736,-0.2555,0.2900,-0.3649
17930790,-0.3008,0.0680,9.8677,-0.2582,0.3522,-0.3244
17930956,-0.2897,0.0822,9.8616,-0.1540,0.3736,-0.3971
17931123,-0.2920,0.0717,9.8497,-0.1576,0.3571,-0.3427
17931290,-0.2899,0.0594,9.8600,-0.1763,0.3703,-0.3434
17931456,-0.2836,0.0740,9.8551,-0.1758,0.3239,-0.3725
17931623,-0.2928,0.0851,9.8606,-0.2403,0.3395,-0.3126
17931790,-0.2883,0.0721,9.8597,-0.1860,0.3081,-0.3615
17931956,-0.2836,0.0723,9.8668,-0.1693,0.3611,-0.3159
17932123,-0.2832,0.0758,9.8555,-0.2399,0.3772,-0.2998
17932290,-0.2848,0.0769,9.8538,-0.1720,0.3314,-0.2966
17932456,-0.2816,0.0750,9.8588,-0.2325,0.4042,-0.3230
17932623,-0.2855,0.0844,9.8573,-0.2677,0.3665,-0.3234
17932790,-0.2869,0.0676,9.8497,-0.2120,0.4260,-0.4423
17932956,-0.2897,0.0735,9.8620,-0.1777,0.3640,-0.3893
17933123,-0.2750,0.0786,9.8615,-0.1590,0.3802,-0.4100
17933290,-0.2872,0.0637,9.8492,-0.2534,0.2860,-0.3383
17933456,-0.2809,0.0572,9.8573,-0.2952,0.3640,-0.3780
17933623,-0.2906,0.0707,9.8531,-0.2759,0.3414,-0.3658
17933790,-0.2820,0.0731,9.8574,-0.1949,0.3296,-0.3529
17933956,-0.2862,0.0735,9.8693,-0.1693,0.3653,-0.3629
17934123,-0.2784,0.0755,9.8728,-0.2179,0.4109,-0.3964
17934290,-0.2826,0.0706,9.8418,-0.1972,0.3629,-0.3034
17934456,-0.2844,0.0804,9.8581,-0.1836,0.3638,-0.3224
17934623,-0.2831,0.0624,9.8642,-0.1588,0.2874,-0.4305
17934790,-0.2906,0.0604,9.8429,-0.1890,0.3838,-0.4016
17934956,-0.2856,0.0748,9.8591,-0.2284,0.3779,-0.3737
17935123,-0.2880,0.0743,9.8538,-0.2656,0.3170,-0.2942
17935290,-0.2937,0.0965,9.8646,-0.1663,0.3641,-0.3010
17935456,-0.2876,0.0896,9.8411,-0.1979,0.3763,-0.3757
17935623,-0.2919,0.0821,9.8671,-0.1037,0.3626,-0.3820
17935790,-0.2892,0.0729,9.8491,-0.2058,0.3193,-0.3435
17935956,-0.2904,0.0747,9.8496,-0.2350,0.2970,-0.3476
17936123,-0.2884,0.0673,9.8559,-0.2432,0.3321,-0.3736
17936290,-0.2925,0.0795,9.8485,-0.1385,0.3041,-0.3672
17936456,-0.2907,0.0747,9.8553,-0.2218,0.3295,-0.3808
17936623,-0.2855,0.0745,9.8616,-0.3098,0.3549,-0.3755
17936790,-0.2844,0.0704,9.8577,-0.2154,0.3159,-0.2946
17936956,-0.2985,0.0723,9.8606,-0.2520,0.3836,-0.3810
17937123,-0.2881,0.0698,9.8510,-0.2358,0.4111,-0.3054
17937290,-0.2931,0.0834,9.8527,-0.1920,0.3931,-0.2995
17937456,-0.2806,0.0695,9.8544,-0.1869,0.4297,-0.3679
17937623,-0.2894,0.0727,9.8551,-0.1605,0.3828,-0.3261
17937790,-0.2837,0.0759,9.8520,-0.2257,0.2950,-0.3921
17937956,-0.2865,0.0719,9.8618,-0.2718,0.3627,-0.3790
17938123,-0.2881,0.0781,9.8601,-0.2073,0.3836,-0.3313
17938290,-0.2861,0.0868,9.8447,-0.2113,0.4120,-0.4065
17938456,-0.2858,0.0696,9.8471,-0.2200,0.3837,-0.3218
17938623,-0.2864,0.0743,9.8598,-0.1935,0.3507,-0.3420
17938790,-0.2863,0.0696,9.8557,-0.2051,0.3678,-0.3346
17938956,-0.2933,0.0835,9.8660,-0.2255,0.3617,-0.3784
17939123,-0.2843,0.0786,9.8608,-0.1393,0.3355,-0.3763
17939290,-0.2836,0.0823,9.8648,-0.2426,0.3414,-0.3412
17939456,-0.2863,0.0792,9.8720,-0.1354,0.3893,-0.4021
17939623,-0.2873,0.0607,9.8606,-0.1930,0.3683,-0.3691
17939790,-0.2838,0.0829,9.8557,-0.2845,0.3419,-0.3472
17939956,-0.2822,0.0746,9.8487,-0.2854,0.3652,-0.3803
17940123,-0.2853,0.0784,9.8639,-0.2157,0.4021,-0.3513
17940290,-0.2927,0.0795,9.8566,-0.2589,0.3882,-0.3537
17940456,-0.2854,0.0804,9.8725,-0.2682,0.3445,-0.4122
17940623,-0.2924,0.0828,9.8294,-0.2289,0.3120,-0.3366
17940790,-0.2932,0.0831,9.8554,-0.2089,0.3860,-0.3759
17940956,-0.2843,0.0886,9.8719,-0.1926,0.2987,-0.3445
17941123,-0.2821,0.0812,9.8535,-0.1259,0.2786,-0.3697
17941290,-0.2867,0.0724,9.8523,-0.1611,0.3394,-0.4092
17941456,-0.2909,0.0748,9.8622,-0.2024,0.3227,-0.3333
17941623,-0.2907,0.0697,9.8493,-0.1815,0.4052,-0.3608
17941790,-0.2810,0.0766,9.8470,-0.2723,0.3370,-0.3945
17941956,-0.2866,0.0821,9.8514,-0.2136,0.2932,-0.2999
17942123,-0.2949,0.0760,9.8516,-0.1861,0.3349,-0.3235
17942290,-0.2779,0.0687,9.8464,-0.2183,0.3371,-0.3507
17942456,-0.2762,0.0691,9.8585,-0.1981,0.4328,-0.4178
17942623,-0.2926,0.0772,9.8389,-0.2413,0.3656,-0.3453
17942790,-0.2832,0.0757,9.8636,-0.2655,0.3262,-0.3591
17942956,-0.2974,0.0750,9.8593,-0.1813,0.3920,-0.3440
17943123,-0.2898,0.0709,9.8547,-0.2834,0.3113,-0.3236
17943290,-0.2926,0.0753,9.8608,-0.1710,0.3392,-0.3536
17943457,-0.2871,0.0665,9.8532,-0.2353,0.3571,-0.3622
17943623,-0.2955,0.0735,9.8573,-0.1921,0.3387,-0.3350
17943790,-0.2730,0.0861,9.8571,-0.2589,0.3294,-0.3808
17943957,-0.2841,0.0784,9.8617,-0.1994,0.2962,-0.3985
17944123,-0.2817,0.0702,9.8597,-0.1969,0.2802,-0.3938
17944290,-0.2955,0.0652,9.8620,-0.2119,0.2950,-0.3456
17944457,-0.2868,0.0811,9.8583,-0.2076,0.3505,-0.2860
17944623,-0.2935,0.0706,9.8630,-0.1636,0.2940,-0.3222
17944790,-0.2855,0.0749,9.8718,-0.2573,0.3410,-0.3107
17944957,-0.2864,0.0769,9.8591,-0.1868,0.3668,-0.3233
17945123,-0.2876,0.0779,9.8541,-0.1105,0.3674,-0.3567
17945290,-0.2856,0.0702,9.8611,-0.1981,0.3291,-0.3988
17945457,-0.2906,0.0723,9.8589,-0.1548,0.4567,-0.3536
17945623,-0.2944,0.0757,9.8645,-0.2883,0.4284,-0.3106
17945790,-0.2849,0.0715,9.8616,-0.2519,0.3594,-0.3953
17945957,-0.2883,0.0782,9.8610,-0.2329,0.4037,-0.3805
17946123,-0.2833,0.0685,9.8655,-0.2592,0.3422,-0.3504
17946290,-0.2905,0.0811,9.8673,-0.2207,0.3698,-0.3284
17946457,-0.2896,0.0703,9.8727,-0.1510,0.3200,-0.3284
17946623,-0.2890,0.0638,9.8583,-0.1501,0.3319,-0.4433
17946790,-0.2910,0.0693,9.8578,-0.2797,0.3269,-0.3267
17946957,-0.2858,0.0679,9.8478,-0.2166,0.3737,-0.3230
17947123,-0.2876,0.0853,9.8563,-0.2275,0.3602,-0.3477
17947290,-0.2921,0.0689,9.8723,-0.2302,0.3268,-0.3523
17947457,-0.2822,0.0791,9.8534,-0.2152,0.3685,-0.3086
17947623,-0.2740,0.0783,9.8554,-0.1327,0.3388,-0.3362
17947790,-0.2827,0.0867,9.8635,-0.2190,0.3411,-0.3775
17947957,-0.2893,0.0778,9.8674,-0.2574,0.3800,-0.3137
17948123,-0.2811,0.0755,9.8625,-0.1826,0.2951,-0.3749
17948290,-0.2876,0.0748,9.8728,-0.2122,0.3875,-0.3528
17948457,-0.2791,0.0711,9.8378,-0.2720,0.3670,-0.3593
17948623,-0.2823,0.0761,9.8388,-0.1767,0.2968,-0.3989
17948790,-0.2792,0.0943,9.8630,-0.1870,0.3235,-0.2661
17948957,-0.2882,0.0648,9.8682,-0.1950,0.3312,-0.3984
17949123,-0.2872,0.0704,9.8548,-0.2422,0.3658,-0.3984
17949290,-0.2884,0.0732,9.8561,-0.2322,0.3088,-0.2924
17949457,-0.2886,0.0730,9.8527,-0.1383,0.3171,-0.4168
17949623,-0.2822,0.0679,9.8536,-0.2501,0.3623,-0.3553
