DeviceTag: Xsens DOT,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Inertial Mode - Rate quantities,StartTime: 2022-12-03 22:44:56.029,© Movella Technologies B.V. 2005-2022
SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
17865753,-0.1218,-0.1014,9.8416,-0.4291,-0.1796,-0.5906
17865919,-0.1226,-0.1012,9.8314,-0.3558,-0.1584,-0.5473
17866086,-0.1227,-0.1020,9.8287,-0.4049,-0.1337,-0.5188
17866253,-0.1154,-0.0912,9.8365,-0.3328,-0.1594,-0.5117
17866419,-0.1269,-0.0924,9.8338,-0.3856,-0.1436,-0.4950
17866586,-0.1143,-0.0987,9.8305,-0.3713,-0.1349,-0.4886
17866753,-0.1150,-0.0914,9.8451,-0.4102,-0.1275,-0.5223
17866919,-0.1231,-0.0905,9.8334,-0.3898,-0.0968,-0.5793
17867086,-0.1322,-0.0902,9.8356,-0.3642,-0.1278,-0.5862
17867253,-0.1175,-0.0776,9.8310,-0.3548,-0.1417,-0.4914
17867420,-0.1142,-0.0997,9.8379,-0.4142,-0.1000,-0.5467
17867586,-0.1198,-0.0981,9.8443,-0.3649,-0.0866,-0.5346
17867753,-0.1289,-0.0997,9.8184,-0.3694,-0.0753,-0.5488
17867920,-0.1294,-0.0963,9.8348,-0.4129,-0.1100,-0.5608
17868086,-0.1229,-0.1044,9.8152,-0.4185,-0.1563,-0.4705
17868253,-0.1289,-0.0970,9.8295,-0.3624,-0.1650,-0.5572
17868420,-0.1202,-0.0909,9.8292,-0.3963,-0.0725,-0.5426
17868586,-0.1171,-0.0979,9.8326,-0.3837,-0.1214,-0.5316
17868753,-0.1288,-0.0972,9.8308,-0.3622,-0.1385,-0.5444
17868920,-0.1304,-0.0941,9.8241,-0.3992,-0.1750,-0.4983
17869086,-0.1221,-0.0932,9.8233,-0.3558,-0.2236,-0.5632
17869253,-0.1303,-0.0986,9.8450,-0.3752,-0.1979,-0.5054
17869420,-0.1169,-0.1071,9.8238,-0.3977,-0.1717,-0.5232
17869586,-0.1230,-0.0907,9.8231,-0.4468,-0.1260,-0.5490
17869753,-0.1233,-0.1052,9.8294,-0.4106,-0.1817,-0.5179
17869920,-0.1081,-0.0881,9.8185,-0.4178,-0.0858,-0.5571
17870086,-0.1233,-0.0912,9.8373,-0.4220,-0.1606,-0.5567
17870253,-0.1184,-0.1060,9.8361,-0.4804,-0.1324,-0.5136
17870420,-0.1331,-0.1035,9.8361,-0.3959,-0.1160,-0.5658
17870586,-0.1276,-0.0800,9.8314,-0.3726,-0.1396,-0.5460
17870753,-0.1313,-0.0982,9.8346,-0.3683,-0.0955,-0.4832
17870920,-0.1137,-0.0975,9.8255,-0.3639,-0.1675,-0.5666
17871086,-0.1060,-0.0900,9.8310,-0.3492,-0.1297,-0.5916
17871253,-0.1205,-0.0866,9.8237,-0.3843,-0.1793,-0.5359
17871420,-0.1216,-0.0804,9.8363,-0.3636,-0.1455,-0.4783
17871586,-0.1358,-0.0910,9.8269,-0.3973,-0.1382,-0.5171
17871753,-0.1229,-0.0928,9.8311,-0.3676,-0.1165,-0.5636
17871920,-0.1243,-0.0967,9.8161,-0.4069,-0.1136,-0.5491
17872086,-0.1245,-0.1048,9.8290,-0.5063,-0.1197,-0.5177
17872253,-0.1210,-0.1046,9.8330,-0.3969,-0.1498,-0.5661
17872420,-0.1175,-0.0973,9.8369,-0.3836,-0.1499,-0.5041
17872586,-0.1057,-0.0743,9.8298,-0.3810,-0.1137,-0.5808
17872753,-0.1216,-0.0929,9.8262,-0.4133,-0.1722,-0.5354
17872920,-0.1228,-0.0981,9.8368,-0.3817,-0.1648,-0.4923
17873086,-0.1214,-0.1003,9.8350,-0.4382,-0.1191,-0.4630
17873253,-0.1076,-0.0944,9.8334,-0.4341,-0.1389,-0.4217
17873420,-0.1313,-0.1051,9.8071,-0.4365,-0.1618,-0.4867
17873586,-0.1180,-0.0980,9.8343,-0.3569,-0.1374,-0.4978
17873753,-0.1112,-0.1039,9.8346,-0.3587,-0.0660,-0.5413
17873920,-0.1234,-0.0967,9.8110,-0.3530,-0.1529,-0.5745
17874086,-0.1232,-0.0957,9.8246,-0.3843,-0.1098,-0.5129
17874253,-0.1221,-0.0967,9.8358,-0.3545,-0.1545,-0.5318
17874420,-0.1229,-0.0891,9.8272,-0.4492,-0.1257,-0.5183
17874586,-0.1150,-0.0990,9.8327,-0.4148,-0.0422,-0.5033
17874753,-0.1227,-0.1033,9.8234,-0.4696,-0.1633,-0.4994
17874920,-0.1266,-0.0922,9.8382,-0.3948,-0.1114,-0.5444
17875086,-0.1193,-0.1009,9.8297,-0.3539,-0.1591,-0.5280
17875253,-0.1311,-0.1002,9.8295,-0.3942,-0.0714,-0.4993
17875420,-0.1243,-0.1028,9.8408,-0.4137,-0.1966,-0.5336
17875586,-0.1286,-0.1050,9.8297,-0.4271,-0.1556,-0.5389
17875753,-0.1210,-0.0974,9.8373,-0.3882,-0.1805,-0.5501
17875920,-0.1195,-0.1094,9.8335,-0.3950,-0.1555,-0.5444
17876086,-0.1223,-0.1079,9.8248,-0.3907,-0.0907,-0.5398
17876253,-0.1224,-0.0930,9.8329,-0.3717,-0.1636,-0.5740
17876420,-0.1284,-0.1050,9.8375,-0.3933,-0.1250,-0.5143
17876586,-0.1101,-0.1055,9.8372,-0.3661,-0.1850,-0.5175
17876753,-0.1092,-0.0996,9.8271,-0.4182,-0.0872,-0.5490
17876920,-0.1227,-0.1020,9.8378,-0.3902,-0.0872,-0.5666
17877086,-0.1233,-0.1006,9.8304,-0.3692,-0.1096,-0.5867
17877253,-0.1289,-0.0914,9.8381,-0.3716,-0.0827,-0.5395
17877420,-0.1228,-0.1018,9.8338,-0.4040,-0.1829,-0.5552
17877586,-0.1375,-0.0912,9.8327,-0.3810,-0.1348,-0.5315
17877753,-0.1226,-0.0899,9.8245,-0.4259,-0.0785,-0.5182
17877920,-0.1329,-0.0938,9.8352,-0.4057,-0.1018,-0.6096
17878086,-0.1171,-0.1034,9.8227,-0.2746,-0.1355,-0.5068
17878253,-0.1233,-0.0986,9.8326,-0.3745,-0.1415,-0.5526
17878420,-0.1230,-0.1121,9.8318,-0.3725,-0.1796,-0.4771
17878586,-0.1234,-0.0994,9.8504,-0.3558,-0.1278,-0.4771
17878753,-0.1148,-0.1021,9.8342,-0.3533,-0.1605,-0.5518
17878920,-0.1198,-0.1007,9.8247,-0.4688,-0.1274,-0.5139
17879086,-0.1283,-0.1037,9.8275,-0.4579,-0.1119,-0.5059
17879253,-0.1206,-0.1016,9.8262,-0.4062,-0.1438,-0.5086
17879420,-0.1150,-0.0941,9.8410,-0.3605,-0.1324,-0.4787
17879586,-0.1189,-0.0952,9.8420,-0.3681,-0.2027,-0.5205
17879753,-0.1306,-0.0946,9.8317,-0.3457,-0.2073,-0.5475
17879920,-0.1167,-0.1013,9.8233,-0.4168,-0.1811,-0.5254
17880086,-0.1329,-0.0986,9.8392,-0.3615,-0.1195,-0.5439
17880253,-0.1323,-0.0975,9.8441,-0.3806,-0.1494,-0.5504
17880420,-0.1324,-0.0979,9.8432,-0.3886,-0.1685,-0.5159
17880586,-0.1272,-0.0913,9.8378,-0.4353,-0.1595,-0.5141
17880753,-0.1232,-0.0966,9.8267,-0.3053,-0.2571,-0.5098
17880920,-0.1105,-0.0897,9.8365,-0.4136,-0.1525,-0.5068
17881086,-0.1296,-0.0941,9.8349,-0.3657,-0.1719,-0.5433
17881253,-0.1159,-0.0953,9.8221,-0.3845,-0.1995,-0.4924
17881420,-0.1204,-0.0951,9.8374,-0.4648,-0.1441,-0.5330
17881586,-0.1244,-0.1010,9.8242,-0.3993,-0.1303,-0.5674
17881753,-0.1279,-0.0942,9.8212,-0.4447,-0.0772,-0.5781
17881920,-0.1136,-0.1044,9.8461,-0.4185,-0.1760,-0.5292
17882086,-0.1240,-0.0815,9.8328,-0.4470,-0.1202,-0.4983
17882253,-0.1127,-0.1027,9.8182,-0.3136,-0.1665,-0.5161
17882420,-0.1174,-0.1012,9.8111,-0.3856,-0.1718,-0.4527
17882586,-0.1164,-0.0970,9.8307,-0.3768,-0.1317,-0.5447
17882753,-0.1157,-0.1023,9.8149,-0.4322,-0.1361,-0.5351
17882920,-0.1190,-0.0931,9.8260,-0.4223,-0.1911,-0.5272
17883086,-0.1109,-0.0943,9.8368,-0.3882,-0.1449,-0.5024
17883253,-0.1209,-0.1017,9.8366,-0.4500,-0.1171,-0.5477
17883420,-0.1241,-0.0905,9.8348,-0.3594,-0.1719,-0.4782
17883586,-0.1287,-0.0928,9.8273,-0.3644,-0.1656,-0.5214
17883753,-0.1156,-0.0919,9.8234,-0.3525,-0.1089,-0.5311
17883920,-0.1169,-0.1053,9.8215,-0.4016,-0.1318,-0.4959
17884087,-0.1265,-0.1006,9.8276,-0.3780,-0.1443,-0.5429
17884253,-0.1128,-0.0881,9.8416,-0.3715,-0.1490,-0.5121
17884420,-0.1288,-0.0971,9.8303,-0.3276,-0.1195,-0.5435
17884587,-0.1146,-0.0947,9.8388,-0.3733,-0.1165,-0.4593
